state,year,month,medium,political_lean,diet_threshold,partisanship_scenario,age_group,value
WI,2015,4,online,L,50,lenient,under 18,7.8
WI,2015,1,online,R,50,lenient,under 18,0.8
WI,2015,2,online,R,50,lenient,under 18,1.8
WI,2015,3,online,R,50,lenient,under 18,2.8
WI,2015,4,online,R,50,lenient,under 18,3.8
WI,2015,1,tv,L,50,strict,under 18,9.4
WI,2015,2,tv,L,50,strict,under 18,19.4
WI,2015,3,tv,L,50,strict,under 18,29.4
WI,2015,4,tv,L,50,strict,under 18,39.4
WI,2015,1,tv,R,50,strict,under 18,4.4
WI,2015,2,tv,R,50,strict,under 18,9.4
WI,2015,3,tv,R,50,strict,under 18,14.4
WI,2015,4,tv,R,50,strict,under 18,19.4
WI,2015,1,online,L,50,strict,under 18,1.4
WI,2015,2,online,L,50,strict,under 18,3.4
WI,2015,3,online,L,50,strict,under 18,5.4
WI,2015,4,online,L,50,strict,under 18,7.4
WI,2015,1,online,R,50,strict,under 18,0.4
WI,2015,2,online,R,50,strict,under 18,1.4
WI,2015,3,online,R,50,strict,under 18,2.4
WI,2015,4,online,R,50,strict,under 18,3.4
WI,2015,1,tv,L,75,lenient,under 18,6.8
WI,2015,2,tv,L,75,lenient,under 18,16.8
WI,2015,3,tv,L,75,lenient,under 18,26.8
WI,2015,4,tv,L,75,lenient,under 18,36.8
WI,2015,1,tv,R,75,lenient,under 18,1.8
WI,2015,2,tv,R,75,lenient,under 18,6.8
WI,2015,3,tv,R,75,lenient,under 18,11.8
WI,2015,4,tv,R,75,lenient,under 18,16.8
WI,2015,1,online,L,75,lenient,under 18,0.8
WI,2015,2,online,L,75,lenient,under 18,2.8
WI,2015,3,online,L,75,lenient,under 18,4.8
WI,2015,4,online,L,75,lenient,under 18,6.8
WI,2015,1,online,R,75,lenient,under 18,0.3
WI,2015,2,online,R,75,lenient,under 18,0.8
WI,2015,3,online,R,75,lenient,under 18,1.8
WI,2015,4,online,R,75,lenient,under 18,2.8
WI,2015,1,tv,L,75,strict,under 18,6.4
WI,2015,2,tv,L,75,strict,under 18,16.4
WI,2015,3,tv,L,75,strict,under 18,26.4
WI,2015,4,tv,L,75,strict,under 18,36.4
WI,2015,1,tv,R,75,strict,under 18,1.4
WI,2015,2,tv,R,75,strict,under 18,6.4
WI,2015,3,tv,R,75,strict,under 18,11.4
WI,2015,4,tv,R,75,strict,under 18,16.4
WI,2015,1,online,L,75,strict,under 18,0.4
WI,2015,2,online,L,75,strict,under 18,2.4
WI,2015,3,online,L,75,strict,under 18,4.4
WI,2015,4,online,L,75,strict,under 18,6.4
WI,2015,1,online,R,75,strict,under 18,0
WI,2015,2,online,R,75,strict,under 18,0.4
WI,2015,3,online,R,75,strict,under 18,1.4
WI,2015,4,online,R,75,strict,under 18,2.4
WV,2015,1,tv,L,50,lenient,under 18,10
WV,2015,2,tv,L,50,lenient,under 18,20
WV,2015,3,tv,L,50,lenient,under 18,30
WV,2015,4,tv,L,50,lenient,under 18,40
WV,2015,1,tv,R,50,lenient,under 18,5
WV,2015,2,tv,R,50,lenient,under 18,10
WV,2015,3,tv,R,50,lenient,under 18,15
WV,2015,4,tv,R,50,lenient,under 18,20
WV,2015,1,online,L,50,lenient,under 18,2
WV,2015,2,online,L,50,lenient,under 18,4
WV,2015,3,online,L,50,lenient,under 18,6
WV,2015,4,online,L,50,lenient,under 18,8
WV,2015,1,online,R,50,lenient,under 18,1
WV,2015,2,online,R,50,lenient,under 18,2
WV,2015,3,online,R,50,lenient,under 18,3
WV,2015,4,online,R,50,lenient,under 18,4
WV,2015,1,tv,L,50,strict,under 18,9.6
WV,2015,2,tv,L,50,strict,under 18,19.6
WV,2015,3,tv,L,50,strict,under 18,29.6
WV,2015,4,tv,L,50,strict,under 18,39.6
WV,2015,1,tv,R,50,strict,under 18,4.6
WV,2015,2,tv,R,50,strict,under 18,9.6
WV,2015,3,tv,R,50,strict,under 18,14.6
WV,2015,4,tv,R,50,strict,under 18,19.6
WV,2015,1,online,L,50,strict,under 18,1.6
WV,2015,2,online,L,50,strict,under 18,3.6
WV,2015,3,online,L,50,strict,under 18,5.6
WV,2015,4,online,L,50,strict,under 18,7.6
WV,2015,1,online,R,50,strict,under 18,0.6
WV,2015,2,online,R,50,strict,under 18,1.6
WV,2015,3,online,R,50,strict,under 18,2.6
WV,2015,4,online,R,50,strict,under 18,3.6
WV,2015,1,tv,L,75,lenient,under 18,7
WV,2015,2,tv,L,75,lenient,under 18,17
WV,2015,3,tv,L,75,lenient,under 18,27
WV,2015,4,tv,L,75,lenient,under 18,37
WV,2015,1,tv,R,75,lenient,under 18,2
WV,2015,2,tv,R,75,lenient,under 18,7
WV,2015,3,tv,R,75,lenient,under 18,12
WV,2015,4,tv,R,75,lenient,under 18,17
WV,2015,1,online,L,75,lenient,under 18,1
WV,2015,2,online,L,75,lenient,under 18,3
WV,2015,3,online,L,75,lenient,under 18,5
WV,2015,4,online,L,75,lenient,under 18,7
WV,2015,1,online,R,75,lenient,under 18,0.5
WV,2015,2,online,R,75,lenient,under 18,1
WV,2015,3,online,R,75,lenient,under 18,2
WV,2015,4,online,R,75,lenient,under 18,3
WV,2015,1,tv,L,75,strict,under 18,6.6
WV,2015,2,tv,L,75,strict,under 18,16.6
WV,2015,3,tv,L,75,strict,under 18,26.6
WV,2015,4,tv,L,75,strict,under 18,36.6
WV,2015,1,tv,R,75,strict,under 18,1.6
WV,2015,2,tv,R,75,strict,under 18,6.6
WV,2015,3,tv,R,75,strict,under 18,11.6
WV,2015,4,tv,R,75,strict,under 18,16.6
WV,2015,1,online,L,75,strict,under 18,0.6
WV,2015,2,online,L,75,strict,under 18,2.6
WV,2015,3,online,L,75,strict,under 18,4.6
WV,2015,4,online,L,75,strict,under 18,6.6
WV,2015,1,online,R,75,strict,under 18,0.1
WV,2015,2,online,R,75,strict,under 18,0.6
WV,2015,3,online,R,75,strict,under 18,1.6
WV,2015,4,online,R,75,strict,under 18,2.6
WY,2015,1,tv,L,50,lenient,under 18,9.8
WY,2015,2,tv,L,50,lenient,under 18,19.8
WY,2015,3,tv,L,50,lenient,under 18,29.8
WY,2015,4,tv,L,50,lenient,under 18,39.8
WY,2015,1,tv,R,50,lenient,under 18,4.8
WY,2015,2,tv,R,50,lenient,under 18,9.8
WY,2015,3,tv,R,50,lenient,under 18,14.8
WY,2015,4,tv,R,50,lenient,under 18,19.8
WY,2015,1,online,L,50,lenient,under 18,1.8
WY,2015,2,online,L,50,lenient,under 18,3.8
WY,2015,3,online,L,50,lenient,under 18,5.8
WY,2015,4,online,L,50,lenient,under 18,7.8
WY,2015,1,online,R,50,lenient,under 18,0.8
WY,2015,2,online,R,50,lenient,under 18,1.8
WY,2015,3,online,R,50,lenient,under 18,2.8
WY,2015,4,online,R,50,lenient,under 18,3.8
WY,2015,1,tv,L,50,strict,under 18,9.4
WY,2015,2,tv,L,50,strict,under 18,19.4
WY,2015,3,tv,L,50,strict,under 18,29.4
WY,2015,4,tv,L,50,strict,under 18,39.4
WY,2015,1,tv,R,50,strict,under 18,4.4
WY,2015,2,tv,R,50,strict,under 18,9.4
WY,2015,3,tv,R,50,strict,under 18,14.4
WY,2015,4,tv,R,50,strict,under 18,19.4
WY,2015,1,online,L,50,strict,under 18,1.4
WY,2015,2,online,L,50,strict,under 18,3.4
WY,2015,3,online,L,50,strict,under 18,5.4
WY,2015,4,online,L,50,strict,under 18,7.4
WY,2015,1,online,R,50,strict,under 18,0.4
WY,2015,2,online,R,50,strict,under 18,1.4
WY,2015,3,online,R,50,strict,under 18,2.4
WY,2015,4,online,R,50,strict,under 18,3.4
WY,2015,1,tv,L,75,lenient,under 18,6.8
WY,2015,2,tv,L,75,lenient,under 18,16.8
WY,2015,3,tv,L,75,lenient,under 18,26.8
WY,2015,4,tv,L,75,lenient,under 18,36.8
WY,2015,1,tv,R,75,lenient,under 18,1.8
WY,2015,2,tv,R,75,lenient,under 18,6.8
WY,2015,3,tv,R,75,lenient,under 18,11.8
WY,2015,4,tv,R,75,lenient,under 18,16.8
WY,2015,1,online,L,75,lenient,under 18,0.8
WY,2015,2,online,L,75,lenient,under 18,2.8
WY,2015,3,online,L,75,lenient,under 18,4.8
WY,2015,4,online,L,75,lenient,under 18,6.8
WY,2015,1,online,R,75,lenient,under 18,0.3
WY,2015,2,online,R,75,lenient,under 18,0.8
WY,2015,3,online,R,75,lenient,under 18,1.8
WY,2015,4,online,R,75,lenient,under 18,2.8
WY,2015,1,tv,L,75,strict,under 18,6.4
WY,2015,2,tv,L,75,strict,under 18,16.4
WY,2015,3,tv,L,75,strict,under 18,26.4
WY,2015,4,tv,L,75,strict,under 18,36.4
WY,2015,1,tv,R,75,strict,under 18,1.4
WY,2015,2,tv,R,75,strict,under 18,6.4
WY,2015,3,tv,R,75,strict,under 18,11.4
WY,2015,4,tv,R,75,strict,under 18,16.4
WY,2015,1,online,L,75,strict,under 18,0.4
WY,2015,2,online,L,75,strict,under 18,2.4
WY,2015,3,online,L,75,strict,under 18,4.4
WY,2015,4,online,L,75,strict,under 18,6.4
WY,2015,1,online,R,75,strict,under 18,0
WY,2015,2,online,R,75,strict,under 18,0.4
WY,2015,3,online,R,75,strict,under 18,1.4
WY,2015,4,online,R,75,strict,under 18,2.4
US,2015,1,tv,L,50,lenient,under 18,10
US,2015,2,tv,L,50,lenient,under 18,20
US,2015,3,tv,L,50,lenient,under 18,30
US,2015,4,tv,L,50,lenient,under 18,40
US,2015,1,tv,R,50,lenient,under 18,5
US,2015,2,tv,R,50,lenient,under 18,10
US,2015,3,tv,R,50,lenient,under 18,15
US,2015,4,tv,R,50,lenient,under 18,20
US,2015,1,online,L,50,lenient,under 18,2
US,2015,2,online,L,50,lenient,under 18,4
US,2015,3,online,L,50,lenient,under 18,6
US,2015,4,online,L,50,lenient,under 18,8
US,2015,1,online,R,50,lenient,under 18,1
US,2015,2,online,R,50,lenient,under 18,2
US,2015,3,online,R,50,lenient,under 18,3
US,2015,4,online,R,50,lenient,under 18,4
US,2015,1,tv,L,50,strict,under 18,9.6
US,2015,2,tv,L,50,strict,under 18,19.6
US,2015,3,tv,L,50,strict,under 18,29.6
US,2015,4,tv,L,50,strict,under 18,39.6
US,2015,1,tv,R,50,strict,under 18,4.6
US,2015,2,tv,R,50,strict,under 18,9.6
US,2015,3,tv,R,50,strict,under 18,14.6
US,2015,4,tv,R,50,strict,under 18,19.6
US,2015,1,online,L,50,strict,under 18,1.6
US,2015,2,online,L,50,strict,under 18,3.6
US,2015,3,online,L,50,strict,under 18,5.6
US,2015,4,online,L,50,strict,under 18,7.6
US,2015,1,online,R,50,strict,under 18,0.6
US,2015,2,online,R,50,strict,under 18,1.6
US,2015,3,online,R,50,strict,under 18,2.6
US,2015,4,online,R,50,strict,under 18,3.6
US,2015,1,tv,L,75,lenient,under 18,7
US,2015,2,tv,L,75,lenient,under 18,17
US,2015,3,tv,L,75,lenient,under 18,27
US,2015,4,tv,L,75,lenient,under 18,37
US,2015,1,tv,R,75,lenient,under 18,2
US,2015,2,tv,R,75,lenient,under 18,7
US,2015,3,tv,R,75,lenient,under 18,12
US,2015,4,tv,R,75,lenient,under 18,17
US,2015,1,online,L,75,lenient,under 18,1
US,2015,2,online,L,75,lenient,under 18,3
US,2015,3,online,L,75,lenient,under 18,5
US,2015,4,online,L,75,lenient,under 18,7
US,2015,1,online,R,75,lenient,under 18,0.5
US,2015,2,online,R,75,lenient,under 18,1
US,2015,3,online,R,75,lenient,under 18,2
US,2015,4,online,R,75,lenient,under 18,3
US,2015,1,tv,L,75,strict,under 18,6.6
US,2015,2,tv,L,75,strict,under 18,16.6
US,2015,3,tv,L,75,strict,under 18,26.6
US,2015,4,tv,L,75,strict,under 18,36.6
US,2015,1,tv,R,75,strict,under 18,1.6
US,2015,2,tv,R,75,strict,under 18,6.6
US,2015,3,tv,R,75,strict,under 18,11.6
US,2015,4,tv,R,75,strict,under 18,16.6
US,2015,1,online,L,75,strict,under 18,0.6
US,2015,2,online,L,75,strict,under 18,2.6
US,2015,3,online,L,75,strict,under 18,4.6
US,2015,4,online,L,75,strict,under 18,6.6
US,2015,1,online,R,75,strict,under 18,0.1
US,2015,2,online,R,75,strict,under 18,0.6
US,2015,3,online,R,75,strict,under 18,1.6
US,2015,4,online,R,75,strict,under 18,2.6
AK,2015,1,tv,L,50,lenient,25-34,7.08932
AK,2015,2,tv,L,50,lenient,25-34,14.32332
AK,2015,3,tv,L,50,lenient,25-34,21.55732
AK,2015,4,tv,L,50,lenient,25-34,28.79132
AK,2015,1,tv,R,50,lenient,25-34,3.47232
AK,2015,2,tv,R,50,lenient,25-34,7.08932
AK,2015,3,tv,R,50,lenient,25-34,10.70632
AK,2015,4,tv,R,50,lenient,25-34,14.32332
AK,2015,1,online,L,50,lenient,25-34,1.30212
AK,2015,2,online,L,50,lenient,25-34,2.74892
AK,2015,3,online,L,50,lenient,25-34,4.19572
AK,2015,4,online,L,50,lenient,25-34,5.64252
AK,2015,1,online,R,50,lenient,25-34,0.57872
AK,2015,2,online,R,50,lenient,25-34,1.30212
AK,2015,3,online,R,50,lenient,25-34,2.02552
AK,2015,4,online,R,50,lenient,25-34,2.74892
AK,2015,1,tv,L,50,strict,25-34,6.79996
AK,2015,2,tv,L,50,strict,25-34,14.03396
AK,2015,3,tv,L,50,strict,25-34,21.26796
AK,2015,4,tv,L,50,strict,25-34,28.50196
AK,2015,1,tv,R,50,strict,25-34,3.18296
AK,2015,2,tv,R,50,strict,25-34,6.79996
AK,2015,3,tv,R,50,strict,25-34,10.41696
AK,2015,4,tv,R,50,strict,25-34,14.03396
AK,2015,1,online,L,50,strict,25-34,1.01276
AK,2015,2,online,L,50,strict,25-34,2.45956
AK,2015,3,online,L,50,strict,25-34,3.90636
AK,2015,4,online,L,50,strict,25-34,5.35316
AK,2015,1,online,R,50,strict,25-34,0.28936
AK,2015,2,online,R,50,strict,25-34,1.01276
AK,2015,3,online,R,50,strict,25-34,1.73616
AK,2015,4,online,R,50,strict,25-34,2.45956
AK,2015,1,tv,L,75,lenient,25-34,4.91912
AK,2015,2,tv,L,75,lenient,25-34,12.15312
AK,2015,3,tv,L,75,lenient,25-34,19.38712
AK,2015,4,tv,L,75,lenient,25-34,26.62112
AK,2015,1,tv,R,75,lenient,25-34,1.30212
AK,2015,2,tv,R,75,lenient,25-34,4.91912
AK,2015,3,tv,R,75,lenient,25-34,8.53612
AK,2015,4,tv,R,75,lenient,25-34,12.15312
AK,2015,1,online,L,75,lenient,25-34,0.57872
AK,2015,2,online,L,75,lenient,25-34,2.02552
AK,2015,3,online,L,75,lenient,25-34,3.47232
AK,2015,4,online,L,75,lenient,25-34,4.91912
AK,2015,1,online,R,75,lenient,25-34,0.21702
AK,2015,2,online,R,75,lenient,25-34,0.57872
AK,2015,3,online,R,75,lenient,25-34,1.30212
AK,2015,4,online,R,75,lenient,25-34,2.02552
AK,2015,1,tv,L,75,strict,25-34,4.62976
AK,2015,2,tv,L,75,strict,25-34,11.86376
AK,2015,3,tv,L,75,strict,25-34,19.09776
AK,2015,4,tv,L,75,strict,25-34,26.33176
AK,2015,1,tv,R,75,strict,25-34,1.01276
AK,2015,2,tv,R,75,strict,25-34,4.62976
AK,2015,3,tv,R,75,strict,25-34,8.24676
AK,2015,4,tv,R,75,strict,25-34,11.86376
AK,2015,1,online,L,75,strict,25-34,0.28936
AK,2015,2,online,L,75,strict,25-34,1.73616
AK,2015,3,online,L,75,strict,25-34,3.18296
AK,2015,4,online,L,75,strict,25-34,4.62976
AK,2015,1,online,R,75,strict,25-34,0
AK,2015,2,online,R,75,strict,25-34,0.28936
AK,2015,3,online,R,75,strict,25-34,1.01276
AK,2015,4,online,R,75,strict,25-34,1.73616
AL,2015,1,tv,L,50,lenient,25-34,7.234
AL,2015,2,tv,L,50,lenient,25-34,14.468
AL,2015,3,tv,L,50,lenient,25-34,21.702
AL,2015,4,tv,L,50,lenient,25-34,28.936
AL,2015,1,tv,R,50,lenient,25-34,3.617
AL,2015,2,tv,R,50,lenient,25-34,7.234
AL,2015,3,tv,R,50,lenient,25-34,10.851
AL,2015,4,tv,R,50,lenient,25-34,14.468
AL,2015,1,online,L,50,lenient,25-34,1.4468
AL,2015,2,online,L,50,lenient,25-34,2.8936
AL,2015,3,online,L,50,lenient,25-34,4.3404
AL,2015,4,online,L,50,lenient,25-34,5.7872
AL,2015,1,online,R,50,lenient,25-34,0.7234
AL,2015,2,online,R,50,lenient,25-34,1.4468
AL,2015,3,online,R,50,lenient,25-34,2.1702
AL,2015,4,online,R,50,lenient,25-34,2.8936
AL,2015,1,tv,L,50,strict,25-34,6.94464
AL,2015,2,tv,L,50,strict,25-34,14.17864
AL,2015,3,tv,L,50,strict,25-34,21.41264
AL,2015,4,tv,L,50,strict,25-34,28.64664
AL,2015,1,tv,R,50,strict,25-34,3.32764
AL,2015,2,tv,R,50,strict,25-34,6.94464
AL,2015,3,tv,R,50,strict,25-34,10.56164
AL,2015,4,tv,R,50,strict,25-34,14.17864
AL,2015,1,online,L,50,strict,25-34,1.15744
AL,2015,2,online,L,50,strict,25-34,2.60424
AL,2015,3,online,L,50,strict,25-34,4.05104
AL,2015,4,online,L,50,strict,25-34,5.49784
AL,2015,1,online,R,50,strict,25-34,0.43404
AL,2015,2,online,R,50,strict,25-34,1.15744
AL,2015,3,online,R,50,strict,25-34,1.88084
AL,2015,4,online,R,50,strict,25-34,2.60424
AL,2015,1,tv,L,75,lenient,25-34,5.0638
AL,2015,2,tv,L,75,lenient,25-34,12.2978
AL,2015,3,tv,L,75,lenient,25-34,19.5318
AL,2015,4,tv,L,75,lenient,25-34,26.7658
AL,2015,1,tv,R,75,lenient,25-34,1.4468
AL,2015,2,tv,R,75,lenient,25-34,5.0638
AL,2015,3,tv,R,75,lenient,25-34,8.6808
AL,2015,4,tv,R,75,lenient,25-34,12.2978
AL,2015,1,online,L,75,lenient,25-34,0.7234
AL,2015,2,online,L,75,lenient,25-34,2.1702
AL,2015,3,online,L,75,lenient,25-34,3.617
AL,2015,4,online,L,75,lenient,25-34,5.0638
AL,2015,1,online,R,75,lenient,25-34,0.3617
AL,2015,2,online,R,75,lenient,25-34,0.7234
AL,2015,3,online,R,75,lenient,25-34,1.4468
AL,2015,4,online,R,75,lenient,25-34,2.1702
AL,2015,1,tv,L,75,strict,25-34,4.77444
AL,2015,2,tv,L,75,strict,25-34,12.00844
AL,2015,3,tv,L,75,strict,25-34,19.24244
AL,2015,4,tv,L,75,strict,25-34,26.47644
AL,2015,1,tv,R,75,strict,25-34,1.15744
AL,2015,2,tv,R,75,strict,25-34,4.77444
AL,2015,3,tv,R,75,strict,25-34,8.39144
AL,2015,4,tv,R,75,strict,25-34,12.00844
AL,2015,1,online,L,75,strict,25-34,0.43404
AL,2015,2,online,L,75,strict,25-34,1.88084
AL,2015,3,online,L,75,strict,25-34,3.32764
AL,2015,4,online,L,75,strict,25-34,4.77444
AL,2015,1,online,R,75,strict,25-34,0.07234
AL,2015,2,online,R,75,strict,25-34,0.43404
AL,2015,3,online,R,75,strict,25-34,1.15744
AL,2015,4,online,R,75,strict,25-34,1.88084
AR,2015,1,tv,L,50,lenient,25-34,7.08932
AR,2015,2,tv,L,50,lenient,25-34,14.32332
AR,2015,3,tv,L,50,lenient,25-34,21.55732
AR,2015,4,tv,L,50,lenient,25-34,28.79132
AR,2015,1,tv,R,50,lenient,25-34,3.47232
AR,2015,2,tv,R,50,lenient,25-34,7.08932
AR,2015,3,tv,R,50,lenient,25-34,10.70632
AR,2015,4,tv,R,50,lenient,25-34,14.32332
AR,2015,1,online,L,50,lenient,25-34,1.30212
AR,2015,2,online,L,50,lenient,25-34,2.74892
AR,2015,3,online,L,50,lenient,25-34,4.19572
AR,2015,4,online,L,50,lenient,25-34,5.64252
AR,2015,1,online,R,50,lenient,25-34,0.57872
AR,2015,2,online,R,50,lenient,25-34,1.30212
AR,2015,3,online,R,50,lenient,25-34,2.02552
AR,2015,4,online,R,50,lenient,25-34,2.74892
AR,2015,1,tv,L,50,strict,25-34,6.79996
AR,2015,2,tv,L,50,strict,25-34,14.03396
AR,2015,3,tv,L,50,strict,25-34,21.26796
AR,2015,4,tv,L,50,strict,25-34,28.50196
AR,2015,1,tv,R,50,strict,25-34,3.18296
AR,2015,2,tv,R,50,strict,25-34,6.79996
AR,2015,3,tv,R,50,strict,25-34,10.41696
AR,2015,4,tv,R,50,strict,25-34,14.03396
AR,2015,1,online,L,50,strict,25-34,1.01276
AR,2015,2,online,L,50,strict,25-34,2.45956
AR,2015,3,online,L,50,strict,25-34,3.90636
AR,2015,4,online,L,50,strict,25-34,5.35316
AR,2015,1,online,R,50,strict,25-34,0.28936
AR,2015,2,online,R,50,strict,25-34,1.01276
AR,2015,3,online,R,50,strict,25-34,1.73616
AR,2015,4,online,R,50,strict,25-34,2.45956
AR,2015,1,tv,L,75,lenient,25-34,4.91912
AR,2015,2,tv,L,75,lenient,25-34,12.15312
AR,2015,3,tv,L,75,lenient,25-34,19.38712
AR,2015,4,tv,L,75,lenient,25-34,26.62112
AR,2015,1,tv,R,75,lenient,25-34,1.30212
AR,2015,2,tv,R,75,lenient,25-34,4.91912
AR,2015,3,tv,R,75,lenient,25-34,8.53612
AR,2015,4,tv,R,75,lenient,25-34,12.15312
AR,2015,1,online,L,75,lenient,25-34,0.57872
AR,2015,2,online,L,75,lenient,25-34,2.02552
AR,2015,3,online,L,75,lenient,25-34,3.47232
AR,2015,4,online,L,75,lenient,25-34,4.91912
AR,2015,1,online,R,75,lenient,25-34,0.21702
AR,2015,2,online,R,75,lenient,25-34,0.57872
AR,2015,3,online,R,75,lenient,25-34,1.30212
AR,2015,4,online,R,75,lenient,25-34,2.02552
AR,2015,1,tv,L,75,strict,25-34,4.62976
AR,2015,2,tv,L,75,strict,25-34,11.86376
AR,2015,3,tv,L,75,strict,25-34,19.09776
AR,2015,4,tv,L,75,strict,25-34,26.33176
AR,2015,1,tv,R,75,strict,25-34,1.01276
AR,2015,2,tv,R,75,strict,25-34,4.62976
AR,2015,3,tv,R,75,strict,25-34,8.24676
AR,2015,4,tv,R,75,strict,25-34,11.86376
AR,2015,1,online,L,75,strict,25-34,0.28936
AR,2015,2,online,L,75,strict,25-34,1.73616
AR,2015,3,online,L,75,strict,25-34,3.18296
AR,2015,4,online,L,75,strict,25-34,4.62976
AR,2015,1,online,R,75,strict,25-34,0
AR,2015,2,online,R,75,strict,25-34,0.28936
AR,2015,3,online,R,75,strict,25-34,1.01276
AR,2015,4,online,R,75,strict,25-34,1.73616
AZ,2015,1,tv,L,50,lenient,25-34,7.234
AZ,2015,2,tv,L,50,lenient,25-34,14.468
AZ,2015,3,tv,L,50,lenient,25-34,21.702
AZ,2015,4,tv,L,50,lenient,25-34,28.936
AZ,2015,1,tv,R,50,lenient,25-34,3.617
AZ,2015,2,tv,R,50,lenient,25-34,7.234
AZ,2015,3,tv,R,50,lenient,25-34,10.851
AZ,2015,4,tv,R,50,lenient,25-34,14.468
AZ,2015,1,online,L,50,lenient,25-34,1.4468
AZ,2015,2,online,L,50,lenient,25-34,2.8936
AZ,2015,3,online,L,50,lenient,25-34,4.3404
AZ,2015,4,online,L,50,lenient,25-34,5.7872
AZ,2015,1,online,R,50,lenient,25-34,0.7234
AZ,2015,2,online,R,50,lenient,25-34,1.4468
AZ,2015,3,online,R,50,lenient,25-34,2.1702
AZ,2015,4,online,R,50,lenient,25-34,2.8936
AZ,2015,1,tv,L,50,strict,25-34,6.94464
AZ,2015,2,tv,L,50,strict,25-34,14.17864
AZ,2015,3,tv,L,50,strict,25-34,21.41264
AZ,2015,4,tv,L,50,strict,25-34,28.64664
AZ,2015,1,tv,R,50,strict,25-34,3.32764
AZ,2015,2,tv,R,50,strict,25-34,6.94464
AZ,2015,3,tv,R,50,strict,25-34,10.56164
AZ,2015,4,tv,R,50,strict,25-34,14.17864
AZ,2015,1,online,L,50,strict,25-34,1.15744
AZ,2015,2,online,L,50,strict,25-34,2.60424
AZ,2015,3,online,L,50,strict,25-34,4.05104
AZ,2015,4,online,L,50,strict,25-34,5.49784
AZ,2015,1,online,R,50,strict,25-34,0.43404
AZ,2015,2,online,R,50,strict,25-34,1.15744
AZ,2015,3,online,R,50,strict,25-34,1.88084
AZ,2015,4,online,R,50,strict,25-34,2.60424
AZ,2015,1,tv,L,75,lenient,25-34,5.0638
AZ,2015,2,tv,L,75,lenient,25-34,12.2978
AZ,2015,3,tv,L,75,lenient,25-34,19.5318
AZ,2015,4,tv,L,75,lenient,25-34,26.7658
AZ,2015,1,tv,R,75,lenient,25-34,1.4468
AZ,2015,2,tv,R,75,lenient,25-34,5.0638
AZ,2015,3,tv,R,75,lenient,25-34,8.6808
AZ,2015,4,tv,R,75,lenient,25-34,12.2978
AZ,2015,1,online,L,75,lenient,25-34,0.7234
AZ,2015,2,online,L,75,lenient,25-34,2.1702
AZ,2015,3,online,L,75,lenient,25-34,3.617
AZ,2015,4,online,L,75,lenient,25-34,5.0638
AZ,2015,1,online,R,75,lenient,25-34,0.3617
AZ,2015,2,online,R,75,lenient,25-34,0.7234
AZ,2015,3,online,R,75,lenient,25-34,1.4468
AZ,2015,4,online,R,75,lenient,25-34,2.1702
AZ,2015,1,tv,L,75,strict,25-34,4.77444
AZ,2015,2,tv,L,75,strict,25-34,12.00844
AZ,2015,3,tv,L,75,strict,25-34,19.24244
AZ,2015,4,tv,L,75,strict,25-34,26.47644
AZ,2015,1,tv,R,75,strict,25-34,1.15744
AZ,2015,2,tv,R,75,strict,25-34,4.77444
AZ,2015,3,tv,R,75,strict,25-34,8.39144
AZ,2015,4,tv,R,75,strict,25-34,12.00844
AZ,2015,1,online,L,75,strict,25-34,0.43404
AZ,2015,2,online,L,75,strict,25-34,1.88084
AZ,2015,3,online,L,75,strict,25-34,3.32764
AZ,2015,4,online,L,75,strict,25-34,4.77444
AZ,2015,1,online,R,75,strict,25-34,0.07234
AZ,2015,2,online,R,75,strict,25-34,0.43404
AZ,2015,3,online,R,75,strict,25-34,1.15744
AZ,2015,4,online,R,75,strict,25-34,1.88084
CA,2015,1,tv,L,50,lenient,25-34,7.08932
CA,2015,2,tv,L,50,lenient,25-34,14.32332
CA,2015,3,tv,L,50,lenient,25-34,21.55732
CA,2015,4,tv,L,50,lenient,25-34,28.79132
CA,2015,1,tv,R,50,lenient,25-34,3.47232
CA,2015,2,tv,R,50,lenient,25-34,7.08932
CA,2015,3,tv,R,50,lenient,25-34,10.70632
CA,2015,4,tv,R,50,lenient,25-34,14.32332
CA,2015,1,online,L,50,lenient,25-34,1.30212
CA,2015,2,online,L,50,lenient,25-34,2.74892
CA,2015,3,online,L,50,lenient,25-34,4.19572
CA,2015,4,online,L,50,lenient,25-34,5.64252
CA,2015,1,online,R,50,lenient,25-34,0.57872
CA,2015,2,online,R,50,lenient,25-34,1.30212
CA,2015,3,online,R,50,lenient,25-34,2.02552
CA,2015,4,online,R,50,lenient,25-34,2.74892
CA,2015,1,tv,L,50,strict,25-34,6.79996
CA,2015,2,tv,L,50,strict,25-34,14.03396
CA,2015,3,tv,L,50,strict,25-34,21.26796
CA,2015,4,tv,L,50,strict,25-34,28.50196
CA,2015,1,tv,R,50,strict,25-34,3.18296
CA,2015,2,tv,R,50,strict,25-34,6.79996
CA,2015,3,tv,R,50,strict,25-34,10.41696
CA,2015,4,tv,R,50,strict,25-34,14.03396
CA,2015,1,online,L,50,strict,25-34,1.01276
CA,2015,2,online,L,50,strict,25-34,2.45956
CA,2015,3,online,L,50,strict,25-34,3.90636
CA,2015,4,online,L,50,strict,25-34,5.35316
CA,2015,1,online,R,50,strict,25-34,0.28936
CA,2015,2,online,R,50,strict,25-34,1.01276
CA,2015,3,online,R,50,strict,25-34,1.73616
