state,year,month,medium,political_lean,diet_threshold,partisanship_scenario,value
MD,2015,2,online,R,50,lenient,1.8
MD,2015,3,online,R,50,lenient,2.8
MD,2015,4,online,R,50,lenient,3.8
MD,2015,1,tv,L,50,strict,9.4
MD,2015,2,tv,L,50,strict,19.4
MD,2015,3,tv,L,50,strict,29.4
MD,2015,4,tv,L,50,strict,39.4
MD,2015,1,tv,R,50,strict,4.4
MD,2015,2,tv,R,50,strict,9.4
MD,2015,3,tv,R,50,strict,14.4
MD,2015,4,tv,R,50,strict,19.4
MD,2015,1,online,L,50,strict,1.4
MD,2015,2,online,L,50,strict,3.4
MD,2015,3,online,L,50,strict,5.4
MD,2015,4,online,L,50,strict,7.4
MD,2015,1,online,R,50,strict,0.4
MD,2015,2,online,R,50,strict,1.4
MD,2015,3,online,R,50,strict,2.4
MD,2015,4,online,R,50,strict,3.4
MD,2015,1,tv,L,75,lenient,6.8
MD,2015,2,tv,L,75,lenient,16.8
MD,2015,3,tv,L,75,lenient,26.8
MD,2015,4,tv,L,75,lenient,36.8
MD,2015,1,tv,R,75,lenient,1.8
MD,2015,2,tv,R,75,lenient,6.8
MD,2015,3,tv,R,75,lenient,11.8
MD,2015,4,tv,R,75,lenient,16.8
MD,2015,1,online,L,75,lenient,0.8
MD,2015,2,online,L,75,lenient,2.8
MD,2015,3,online,L,75,lenient,4.8
MD,2015,4,online,L,75,lenient,6.8
MD,2015,1,online,R,75,lenient,0.3
MD,2015,2,online,R,75,lenient,0.8
MD,2015,3,online,R,75,lenient,1.8
MD,2015,4,online,R,75,lenient,2.8
MD,2015,1,tv,L,75,strict,6.4
MD,2015,2,tv,L,75,strict,16.4
MD,2015,3,tv,L,75,strict,26.4
MD,2015,4,tv,L,75,strict,36.4
MD,2015,1,tv,R,75,strict,1.4
MD,2015,2,tv,R,75,strict,6.4
MD,2015,3,tv,R,75,strict,11.4
MD,2015,4,tv,R,75,strict,16.4
MD,2015,1,online,L,75,strict,0.4
MD,2015,2,online,L,75,strict,2.4
MD,2015,3,online,L,75,strict,4.4
MD,2015,4,online,L,75,strict,6.4
MD,2015,1,online,R,75,strict,0
MD,2015,2,online,R,75,strict,0.4
MD,2015,3,online,R,75,strict,1.4
MD,2015,4,online,R,75,strict,2.4
ME,2015,1,tv,L,50,lenient,10
ME,2015,2,tv,L,50,lenient,20
ME,2015,3,tv,L,50,lenient,30
ME,2015,4,tv,L,50,lenient,40
ME,2015,1,tv,R,50,lenient,5
ME,2015,2,tv,R,50,lenient,10
ME,2015,3,tv,R,50,lenient,15
ME,2015,4,tv,R,50,lenient,20
ME,2015,1,online,L,50,lenient,2
ME,2015,2,online,L,50,lenient,4
ME,2015,3,online,L,50,lenient,6
ME,2015,4,online,L,50,lenient,8
ME,2015,1,online,R,50,lenient,1
ME,2015,2,online,R,50,lenient,2
ME,2015,3,online,R,50,lenient,3
ME,2015,4,online,R,50,lenient,4
ME,2015,1,tv,L,50,strict,9.6
ME,2015,2,tv,L,50,strict,19.6
ME,2015,3,tv,L,50,strict,29.6
ME,2015,4,tv,L,50,strict,39.6
ME,2015,1,tv,R,50,strict,4.6
ME,2015,2,tv,R,50,strict,9.6
ME,2015,3,tv,R,50,strict,14.6
ME,2015,4,tv,R,50,strict,19.6
ME,2015,1,online,L,50,strict,1.6
ME,2015,2,online,L,50,strict,3.6
ME,2015,3,online,L,50,strict,5.6
ME,2015,4,online,L,50,strict,7.6
ME,2015,1,online,R,50,strict,0.6
ME,2015,2,online,R,50,strict,1.6
ME,2015,3,online,R,50,strict,2.6
ME,2015,4,online,R,50,strict,3.6
ME,2015,1,tv,L,75,lenient,7
ME,2015,2,tv,L,75,lenient,17
ME,2015,3,tv,L,75,lenient,27
ME,2015,4,tv,L,75,lenient,37
ME,2015,1,tv,R,75,lenient,2
ME,2015,2,tv,R,75,lenient,7
ME,2015,3,tv,R,75,lenient,12
ME,2015,4,tv,R,75,lenient,17
ME,2015,1,online,L,75,lenient,1
ME,2015,2,online,L,75,lenient,3
ME,2015,3,online,L,75,lenient,5
ME,2015,4,online,L,75,lenient,7
ME,2015,1,online,R,75,lenient,0.5
ME,2015,2,online,R,75,lenient,1
ME,2015,3,online,R,75,lenient,2
ME,2015,4,online,R,75,lenient,3
ME,2015,1,tv,L,75,strict,6.6
ME,2015,2,tv,L,75,strict,16.6
ME,2015,3,tv,L,75,strict,26.6
ME,2015,4,tv,L,75,strict,36.6
ME,2015,1,tv,R,75,strict,1.6
ME,2015,2,tv,R,75,strict,6.6
ME,2015,3,tv,R,75,strict,11.6
ME,2015,4,tv,R,75,strict,16.6
ME,2015,1,online,L,75,strict,0.6
ME,2015,2,online,L,75,strict,2.6
ME,2015,3,online,L,75,strict,4.6
ME,2015,4,online,L,75,strict,6.6
ME,2015,1,online,R,75,strict,0.1
ME,2015,2,online,R,75,strict,0.6
ME,2015,3,online,R,75,strict,1.6
ME,2015,4,online,R,75,strict,2.6
MI,2015,1,tv,L,50,lenient,9.8
MI,2015,2,tv,L,50,lenient,19.8
MI,2015,3,tv,L,50,lenient,29.8
MI,2015,4,tv,L,50,lenient,39.8
MI,2015,1,tv,R,50,lenient,4.8
MI,2015,2,tv,R,50,lenient,9.8
MI,2015,3,tv,R,50,lenient,14.8
MI,2015,4,tv,R,50,lenient,19.8
MI,2015,1,online,L,50,lenient,1.8
MI,2015,2,online,L,50,lenient,3.8
MI,2015,3,online,L,50,lenient,5.8
MI,2015,4,online,L,50,lenient,7.8
MI,2015,1,online,R,50,lenient,0.8
MI,2015,2,online,R,50,lenient,1.8
MI,2015,3,online,R,50,lenient,2.8
MI,2015,4,online,R,50,lenient,3.8
MI,2015,1,tv,L,50,strict,9.4
MI,2015,2,tv,L,50,strict,19.4
MI,2015,3,tv,L,50,strict,29.4
MI,2015,4,tv,L,50,strict,39.4
MI,2015,1,tv,R,50,strict,4.4
MI,2015,2,tv,R,50,strict,9.4
MI,2015,3,tv,R,50,strict,14.4
MI,2015,4,tv,R,50,strict,19.4
MI,2015,1,online,L,50,strict,1.4
MI,2015,2,online,L,50,strict,3.4
MI,2015,3,online,L,50,strict,5.4
MI,2015,4,online,L,50,strict,7.4
MI,2015,1,online,R,50,strict,0.4
MI,2015,2,online,R,50,strict,1.4
MI,2015,3,online,R,50,strict,2.4
MI,2015,4,online,R,50,strict,3.4
MI,2015,1,tv,L,75,lenient,6.8
MI,2015,2,tv,L,75,lenient,16.8
MI,2015,3,tv,L,75,lenient,26.8
MI,2015,4,tv,L,75,lenient,36.8
MI,2015,1,tv,R,75,lenient,1.8
MI,2015,2,tv,R,75,lenient,6.8
MI,2015,3,tv,R,75,lenient,11.8
MI,2015,4,tv,R,75,lenient,16.8
MI,2015,1,online,L,75,lenient,0.8
MI,2015,2,online,L,75,lenient,2.8
MI,2015,3,online,L,75,lenient,4.8
MI,2015,4,online,L,75,lenient,6.8
MI,2015,1,online,R,75,lenient,0.3
MI,2015,2,online,R,75,lenient,0.8
MI,2015,3,online,R,75,lenient,1.8
MI,2015,4,online,R,75,lenient,2.8
MI,2015,1,tv,L,75,strict,6.4
MI,2015,2,tv,L,75,strict,16.4
MI,2015,3,tv,L,75,strict,26.4
MI,2015,4,tv,L,75,strict,36.4
MI,2015,1,tv,R,75,strict,1.4
MI,2015,2,tv,R,75,strict,6.4
MI,2015,3,tv,R,75,strict,11.4
MI,2015,4,tv,R,75,strict,16.4
MI,2015,1,online,L,75,strict,0.4
MI,2015,2,online,L,75,strict,2.4
MI,2015,3,online,L,75,strict,4.4
MI,2015,4,online,L,75,strict,6.4
MI,2015,1,online,R,75,strict,0
MI,2015,2,online,R,75,strict,0.4
MI,2015,3,online,R,75,strict,1.4
MI,2015,4,online,R,75,strict,2.4
MN,2015,1,tv,L,50,lenient,10
MN,2015,2,tv,L,50,lenient,20
MN,2015,3,tv,L,50,lenient,30
MN,2015,4,tv,L,50,lenient,40
MN,2015,1,tv,R,50,lenient,5
MN,2015,2,tv,R,50,lenient,10
MN,2015,3,tv,R,50,lenient,15
MN,2015,4,tv,R,50,lenient,20
MN,2015,1,online,L,50,lenient,2
MN,2015,2,online,L,50,lenient,4
MN,2015,3,online,L,50,lenient,6
MN,2015,4,online,L,50,lenient,8
MN,2015,1,online,R,50,lenient,1
MN,2015,2,online,R,50,lenient,2
MN,2015,3,online,R,50,lenient,3
MN,2015,4,online,R,50,lenient,4
MN,2015,1,tv,L,50,strict,9.6
MN,2015,2,tv,L,50,strict,19.6
MN,2015,3,tv,L,50,strict,29.6
MN,2015,4,tv,L,50,strict,39.6
MN,2015,1,tv,R,50,strict,4.6
MN,2015,2,tv,R,50,strict,9.6
MN,2015,3,tv,R,50,strict,14.6
MN,2015,4,tv,R,50,strict,19.6
MN,2015,1,online,L,50,strict,1.6
MN,2015,2,online,L,50,strict,3.6
MN,2015,3,online,L,50,strict,5.6
MN,2015,4,online,L,50,strict,7.6
MN,2015,1,online,R,50,strict,0.6
MN,2015,2,online,R,50,strict,1.6
MN,2015,3,online,R,50,strict,2.6
MN,2015,4,online,R,50,strict,3.6
MN,2015,1,tv,L,75,lenient,7
MN,2015,2,tv,L,75,lenient,17
MN,2015,3,tv,L,75,lenient,27
MN,2015,4,tv,L,75,lenient,37
MN,2015,1,tv,R,75,lenient,2
MN,2015,2,tv,R,75,lenient,7
MN,2015,3,tv,R,75,lenient,12
MN,2015,4,tv,R,75,lenient,17
MN,2015,1,online,L,75,lenient,1
MN,2015,2,online,L,75,lenient,3
MN,2015,3,online,L,75,lenient,5
MN,2015,4,online,L,75,lenient,7
MN,2015,1,online,R,75,lenient,0.5
MN,2015,2,online,R,75,lenient,1
MN,2015,3,online,R,75,lenient,2
MN,2015,4,online,R,75,lenient,3
MN,2015,1,tv,L,75,strict,6.6
MN,2015,2,tv,L,75,strict,16.6
MN,2015,3,tv,L,75,strict,26.6
MN,2015,4,tv,L,75,strict,36.6
MN,2015,1,tv,R,75,strict,1.6
MN,2015,2,tv,R,75,strict,6.6
MN,2015,3,tv,R,75,strict,11.6
MN,2015,4,tv,R,75,strict,16.6
MN,2015,1,online,L,75,strict,0.6
MN,2015,2,online,L,75,strict,2.6
MN,2015,3,online,L,75,strict,4.6
MN,2015,4,online,L,75,strict,6.6
MN,2015,1,online,R,75,strict,0.1
MN,2015,2,online,R,75,strict,0.6
MN,2015,3,online,R,75,strict,1.6
MN,2015,4,online,R,75,strict,2.6
MO,2015,1,tv,L,50,lenient,9.8
MO,2015,2,tv,L,50,lenient,19.8
MO,2015,3,tv,L,50,lenient,29.8
MO,2015,4,tv,L,50,lenient,39.8
MO,2015,1,tv,R,50,lenient,4.8
MO,2015,2,tv,R,50,lenient,9.8
MO,2015,3,tv,R,50,lenient,14.8
MO,2015,4,tv,R,50,lenient,19.8
MO,2015,1,online,L,50,lenient,1.8
MO,2015,2,online,L,50,lenient,3.8
MO,2015,3,online,L,50,lenient,5.8
MO,2015,4,online,L,50,lenient,7.8
MO,2015,1,online,R,50,lenient,0.8
MO,2015,2,online,R,50,lenient,1.8
MO,2015,3,online,R,50,lenient,2.8
MO,2015,4,online,R,50,lenient,3.8
MO,2015,1,tv,L,50,strict,9.4
MO,2015,2,tv,L,50,strict,19.4
MO,2015,3,tv,L,50,strict,29.4
MO,2015,4,tv,L,50,strict,39.4
MO,2015,1,tv,R,50,strict,4.4
MO,2015,2,tv,R,50,strict,9.4
MO,2015,3,tv,R,50,strict,14.4
MO,2015,4,tv,R,50,strict,19.4
MO,2015,1,online,L,50,strict,1.4
MO,2015,2,online,L,50,strict,3.4
MO,2015,3,online,L,50,strict,5.4
MO,2015,4,online,L,50,strict,7.4
MO,2015,1,online,R,50,strict,0.4
MO,2015,2,online,R,50,strict,1.4
MO,2015,3,online,R,50,strict,2.4
MO,2015,4,online,R,50,strict,3.4
MO,2015,1,tv,L,75,lenient,6.8
MO,2015,2,tv,L,75,lenient,16.8
MO,2015,3,tv,L,75,lenient,26.8
MO,2015,4,tv,L,75,lenient,36.8
MO,2015,1,tv,R,75,lenient,1.8
MO,2015,2,tv,R,75,lenient,6.8
MO,2015,3,tv,R,75,lenient,11.8
MO,2015,4,tv,R,75,lenient,16.8
MO,2015,1,online,L,75,lenient,0.8
MO,2015,2,online,L,75,lenient,2.8
MO,2015,3,online,L,75,lenient,4.8
MO,2015,4,online,L,75,lenient,6.8
MO,2015,1,online,R,75,lenient,0.3
MO,2015,2,online,R,75,lenient,0.8
MO,2015,3,online,R,75,lenient,1.8
MO,2015,4,online,R,75,lenient,2.8
MO,2015,1,tv,L,75,strict,6.4
MO,2015,2,tv,L,75,strict,16.4
MO,2015,3,tv,L,75,strict,26.4
MO,2015,4,tv,L,75,strict,36.4
MO,2015,1,tv,R,75,strict,1.4
MO,2015,2,tv,R,75,strict,6.4
MO,2015,3,tv,R,75,strict,11.4
MO,2015,4,tv,R,75,strict,16.4
MO,2015,1,online,L,75,strict,0.4
MO,2015,2,online,L,75,strict,2.4
MO,2015,3,online,L,75,strict,4.4
MO,2015,4,online,L,75,strict,6.4
MO,2015,1,online,R,75,strict,0
MO,2015,2,online,R,75,strict,0.4
MO,2015,3,online,R,75,strict,1.4
MO,2015,4,online,R,75,strict,2.4
MS,2015,1,tv,L,50,lenient,10
MS,2015,2,tv,L,50,lenient,20
MS,2015,3,tv,L,50,lenient,30
MS,2015,4,tv,L,50,lenient,40
MS,2015,1,tv,R,50,lenient,5
MS,2015,2,tv,R,50,lenient,10
MS,2015,3,tv,R,50,lenient,15
MS,2015,4,tv,R,50,lenient,20
MS,2015,1,online,L,50,lenient,2
MS,2015,2,online,L,50,lenient,4
MS,2015,3,online,L,50,lenient,6
MS,2015,4,online,L,50,lenient,8
MS,2015,1,online,R,50,lenient,1
MS,2015,2,online,R,50,lenient,2
MS,2015,3,online,R,50,lenient,3
MS,2015,4,online,R,50,lenient,4
MS,2015,1,tv,L,50,strict,9.6
MS,2015,2,tv,L,50,strict,19.6
MS,2015,3,tv,L,50,strict,29.6
MS,2015,4,tv,L,50,strict,39.6
MS,2015,1,tv,R,50,strict,4.6
MS,2015,2,tv,R,50,strict,9.6
MS,2015,3,tv,R,50,strict,14.6
MS,2015,4,tv,R,50,strict,19.6
MS,2015,1,online,L,50,strict,1.6
MS,2015,2,online,L,50,strict,3.6
MS,2015,3,online,L,50,strict,5.6
MS,2015,4,online,L,50,strict,7.6
MS,2015,1,online,R,50,strict,0.6
MS,2015,2,online,R,50,strict,1.6
MS,2015,3,online,R,50,strict,2.6
MS,2015,4,online,R,50,strict,3.6
MS,2015,1,tv,L,75,lenient,7
MS,2015,2,tv,L,75,lenient,17
MS,2015,3,tv,L,75,lenient,27
MS,2015,4,tv,L,75,lenient,37
MS,2015,1,tv,R,75,lenient,2
MS,2015,2,tv,R,75,lenient,7
MS,2015,3,tv,R,75,lenient,12
MS,2015,4,tv,R,75,lenient,17
MS,2015,1,online,L,75,lenient,1
MS,2015,2,online,L,75,lenient,3
MS,2015,3,online,L,75,lenient,5
MS,2015,4,online,L,75,lenient,7
MS,2015,1,online,R,75,lenient,0.5
MS,2015,2,online,R,75,lenient,1
MS,2015,3,online,R,75,lenient,2
MS,2015,4,online,R,75,lenient,3
MS,2015,1,tv,L,75,strict,6.6
MS,2015,2,tv,L,75,strict,16.6
MS,2015,3,tv,L,75,strict,26.6
MS,2015,4,tv,L,75,strict,36.6
MS,2015,1,tv,R,75,strict,1.6
MS,2015,2,tv,R,75,strict,6.6
MS,2015,3,tv,R,75,strict,11.6
MS,2015,4,tv,R,75,strict,16.6
MS,2015,1,online,L,75,strict,0.6
MS,2015,2,online,L,75,strict,2.6
MS,2015,3,online,L,75,strict,4.6
MS,2015,4,online,L,75,strict,6.6
MS,2015,1,online,R,75,strict,0.1
MS,2015,2,online,R,75,strict,0.6
MS,2015,3,online,R,75,strict,1.6
MS,2015,4,online,R,75,strict,2.6
MT,2015,1,tv,L,50,lenient,9.8
MT,2015,2,tv,L,50,lenient,19.8
MT,2015,3,tv,L,50,lenient,29.8
MT,2015,4,tv,L,50,lenient,39.8
MT,2015,1,tv,R,50,lenient,4.8
MT,2015,2,tv,R,50,lenient,9.8
MT,2015,3,tv,R,50,lenient,14.8
MT,2015,4,tv,R,50,lenient,19.8
MT,2015,1,online,L,50,lenient,1.8
MT,2015,2,online,L,50,lenient,3.8
MT,2015,3,online,L,50,lenient,5.8
MT,2015,4,online,L,50,lenient,7.8
MT,2015,1,online,R,50,lenient,0.8
MT,2015,2,online,R,50,lenient,1.8
MT,2015,3,online,R,50,lenient,2.8
MT,2015,4,online,R,50,lenient,3.8
MT,2015,1,tv,L,50,strict,9.4
MT,2015,2,tv,L,50,strict,19.4
MT,2015,3,tv,L,50,strict,29.4
MT,2015,4,tv,L,50,strict,39.4
MT,2015,1,tv,R,50,strict,4.4
MT,2015,2,tv,R,50,strict,9.4
MT,2015,3,tv,R,50,strict,14.4
MT,2015,4,tv,R,50,strict,19.4
MT,2015,1,online,L,50,strict,1.4
MT,2015,2,online,L,50,strict,3.4
MT,2015,3,online,L,50,strict,5.4
MT,2015,4,online,L,50,strict,7.4
MT,2015,1,online,R,50,strict,0.4
MT,2015,2,online,R,50,strict,1.4
MT,2015,3,online,R,50,strict,2.4
MT,2015,4,online,R,50,strict,3.4
MT,2015,1,tv,L,75,lenient,6.8
MT,2015,2,tv,L,75,lenient,16.8
MT,2015,3,tv,L,75,lenient,26.8
MT,2015,4,tv,L,75,lenient,36.8
MT,2015,1,tv,R,75,lenient,1.8
MT,2015,2,tv,R,75,lenient,6.8
MT,2015,3,tv,R,75,lenient,11.8
MT,2015,4,tv,R,75,lenient,16.8
MT,2015,1,online,L,75,lenient,0.8
MT,2015,2,online,L,75,lenient,2.8
MT,2015,3,online,L,75,lenient,4.8
MT,2015,4,online,L,75,lenient,6.8
MT,2015,1,online,R,75,lenient,0.3
MT,2015,2,online,R,75,lenient,0.8
MT,2015,3,online,R,75,lenient,1.8
MT,2015,4,online,R,75,lenient,2.8
MT,2015,1,tv,L,75,strict,6.4
MT,2015,2,tv,L,75,strict,16.4
MT,2015,3,tv,L,75,strict,26.4
MT,2015,4,tv,L,75,strict,36.4
MT,2015,1,tv,R,75,strict,1.4
MT,2015,2,tv,R,75,strict,6.4
MT,2015,3,tv,R,75,strict,11.4
MT,2015,4,tv,R,75,strict,16.4
MT,2015,1,online,L,75,strict,0.4
MT,2015,2,online,L,75,strict,2.4
MT,2015,3,online,L,75,strict,4.4
MT,2015,4,online,L,75,strict,6.4
MT,2015,1,online,R,75,strict,0
MT,2015,2,online,R,75,strict,0.4
MT,2015,3,online,R,75,strict,1.4
MT,2015,4,online,R,75,strict,2.4
NC,2015,1,tv,L,50,lenient,10
NC,2015,2,tv,L,50,lenient,20
NC,2015,3,tv,L,50,lenient,30
NC,2015,4,tv,L,50,lenient,40
NC,2015,1,tv,R,50,lenient,5
NC,2015,2,tv,R,50,lenient,10
NC,2015,3,tv,R,50,lenient,15
NC,2015,4,tv,R,50,lenient,20
NC,2015,1,online,L,50,lenient,2
NC,2015,2,online,L,50,lenient,4
NC,2015,3,online,L,50,lenient,6
NC,2015,4,online,L,50,lenient,8
NC,2015,1,online,R,50,lenient,1
NC,2015,2,online,R,50,lenient,2
NC,2015,3,online,R,50,lenient,3
NC,2015,4,online,R,50,lenient,4
NC,2015,1,tv,L,50,strict,9.6
NC,2015,2,tv,L,50,strict,19.6
NC,2015,3,tv,L,50,strict,29.6
NC,2015,4,tv,L,50,strict,39.6
NC,2015,1,tv,R,50,strict,4.6
NC,2015,2,tv,R,50,strict,9.6
NC,2015,3,tv,R,50,strict,14.6
NC,2015,4,tv,R,50,strict,19.6
NC,2015,1,online,L,50,strict,1.6
NC,2015,2,online,L,50,strict,3.6
NC,2015,3,online,L,50,strict,5.6
NC,2015,4,online,L,50,strict,7.6
NC,2015,1,online,R,50,strict,0.6
NC,2015,2,online,R,50,strict,1.6
NC,2015,3,online,R,50,strict,2.6
NC,2015,4,online,R,50,strict,3.6
NC,2015,1,tv,L,75,lenient,7
NC,2015,2,tv,L,75,lenient,17
NC,2015,3,tv,L,75,lenient,27
NC,2015,4,tv,L,75,lenient,37
NC,2015,1,tv,R,75,lenient,2
NC,2015,2,tv,R,75,lenient,7
NC,2015,3,tv,R,75,lenient,12
NC,2015,4,tv,R,75,lenient,17
NC,2015,1,online,L,75,lenient,1
NC,2015,2,online,L,75,lenient,3
NC,2015,3,online,L,75,lenient,5
NC,2015,4,online,L,75,lenient,7
NC,2015,1,online,R,75,lenient,0.5
NC,2015,2,online,R,75,lenient,1
NC,2015,3,online,R,75,lenient,2
NC,2015,4,online,R,75,lenient,3
NC,2015,1,tv,L,75,strict,6.6
NC,2015,2,tv,L,75,strict,16.6
NC,2015,3,tv,L,75,strict,26.6
NC,2015,4,tv,L,75,strict,36.6
NC,2015,1,tv,R,75,strict,1.6
NC,2015,2,tv,R,75,strict,6.6
NC,2015,3,tv,R,75,strict,11.6
NC,2015,4,tv,R,75,strict,16.6
NC,2015,1,online,L,75,strict,0.6
NC,2015,2,online,L,75,strict,2.6
NC,2015,3,online,L,75,strict,4.6
NC,2015,4,online,L,75,strict,6.6
NC,2015,1,online,R,75,strict,0.1
NC,2015,2,online,R,75,strict,0.6
NC,2015,3,online,R,75,strict,1.6
NC,2015,4,online,R,75,strict,2.6
ND,2015,1,tv,L,50,lenient,9.8
ND,2015,2,tv,L,50,lenient,19.8
ND,2015,3,tv,L,50,lenient,29.8
ND,2015,4,tv,L,50,lenient,39.8
ND,2015,1,tv,R,50,lenient,4.8
ND,2015,2,tv,R,50,lenient,9.8
ND,2015,3,tv,R,50,lenient,14.8
ND,2015,4,tv,R,50,lenient,19.8
ND,2015,1,online,L,50,lenient,1.8
ND,2015,2,online,L,50,lenient,3.8
ND,2015,3,online,L,50,lenient,5.8
ND,2015,4,online,L,50,lenient,7.8
ND,2015,1,online,R,50,lenient,0.8
ND,2015,2,online,R,50,lenient,1.8
ND,2015,3,online,R,50,lenient,2.8
ND,2015,4,online,R,50,lenient,3.8
ND,2015,1,tv,L,50,strict,9.4
ND,2015,2,tv,L,50,strict,19.4
ND,2015,3,tv,L,50,strict,29.4
ND,2015,4,tv,L,50,strict,39.4
ND,2015,1,tv,R,50,strict,4.4
ND,2015,2,tv,R,50,strict,9.4
ND,2015,3,tv,R,50,strict,14.4
ND,2015,4,tv,R,50,strict,19.4
ND,2015,1,online,L,50,strict,1.4
ND,2015,2,online,L,50,strict,3.4
ND,2015,3,online,L,50,strict,5.4
ND,2015,4,online,L,50,strict,7.4
ND,2015,1,online,R,50,strict,0.4
ND,2015,2,online,R,50,strict,1.4
ND,2015,3,online,R,50,strict,2.4
ND,2015,4,online,R,50,strict,3.4
ND,2015,1,tv,L,75,lenient,6.8
ND,2015,2,tv,L,75,lenient,16.8
ND,2015,3,tv,L,75,lenient,26.8
ND,2015,4,tv,L,75,lenient,36.8
ND,2015,1,tv,R,75,lenient,1.8
ND,2015,2,tv,R,75,lenient,6.8
ND,2015,3,tv,R,75,lenient,11.8
ND,2015,4,tv,R,75,lenient,16.8
ND,2015,1,online,L,75,lenient,0.8
ND,2015,2,online,L,75,lenient,2.8
ND,2015,3,online,L,75,lenient,4.8
ND,2015,4,online,L,75,lenient,6.8
ND,2015,1,online,R,75,lenient,0.3
ND,2015,2,online,R,75,lenient,0.8
ND,2015,3,online,R,75,lenient,1.8
ND,2015,4,online,R,75,lenient,2.8
ND,2015,1,tv,L,75,strict,6.4
ND,2015,2,tv,L,75,strict,16.4
ND,2015,3,tv,L,75,strict,26.4
ND,2015,4,tv,L,75,strict,36.4
ND,2015,1,tv,R,75,strict,1.4
ND,2015,2,tv,R,75,strict,6.4
ND,2015,3,tv,R,75,strict,11.4
ND,2015,4,tv,R,75,strict,16.4
ND,2015,1,online,L,75,strict,0.4
ND,2015,2,online,L,75,strict,2.4
ND,2015,3,online,L,75,strict,4.4
ND,2015,4,online,L,75,strict,6.4
ND,2015,1,online,R,75,strict,0
ND,2015,2,online,R,75,strict,0.4
ND,2015,3,online,R,75,strict,1.4
ND,2015,4,online,R,75,strict,2.4
NE,2015,1,tv,L,50,lenient,10
NE,2015,2,tv,L,50,lenient,20
NE,2015,3,tv,L,50,lenient,30
NE,2015,4,tv,L,50,lenient,40
NE,2015,1,tv,R,50,lenient,5
NE,2015,2,tv,R,50,lenient,10
NE,2015,3,tv,R,50,lenient,15
NE,2015,4,tv,R,50,lenient,20
NE,2015,1,online,L,50,lenient,2
NE,2015,2,online,L,50,lenient,4
NE,2015,3,online,L,50,lenient,6
NE,2015,4,online,L,50,lenient,8
NE,2015,1,online,R,50,lenient,1
NE,2015,2,online,R,50,lenient,2
NE,2015,3,online,R,50,lenient,3
NE,2015,4,online,R,50,lenient,4
NE,2015,1,tv,L,50,strict,9.6
NE,2015,2,tv,L,50,strict,19.6
NE,2015,3,tv,L,50,strict,29.6
NE,2015,4,tv,L,50,strict,39.6
NE,2015,1,tv,R,50,strict,4.6
NE,2015,2,tv,R,50,strict,9.6
NE,2015,3,tv,R,50,strict,14.6
NE,2015,4,tv,R,50,strict,19.6
NE,2015,1,online,L,50,strict,1.6
NE,2015,2,online,L,50,strict,3.6
NE,2015,3,online,L,50,strict,5.6
NE,2015,4,online,L,50,strict,7.6
NE,2015,1,online,R,50,strict,0.6
NE,2015,2,online,R,50,strict,1.6
NE,2015,3,online,R,50,strict,2.6
NE,2015,4,online,R,50,strict,3.6
NE,2015,1,tv,L,75,lenient,7
NE,2015,2,tv,L,75,lenient,17
NE,2015,3,tv,L,75,lenient,27
NE,2015,4,tv,L,75,lenient,37
NE,2015,1,tv,R,75,lenient,2
NE,2015,2,tv,R,75,lenient,7
NE,2015,3,tv,R,75,lenient,12
NE,2015,4,tv,R,75,lenient,17
NE,2015,1,online,L,75,lenient,1
NE,2015,2,online,L,75,lenient,3
NE,2015,3,online,L,75,lenient,5
NE,2015,4,online,L,75,lenient,7
NE,2015,1,online,R,75,lenient,0.5
NE,2015,2,online,R,75,lenient,1
NE,2015,3,online,R,75,lenient,2
NE,2015,4,online,R,75,lenient,3
NE,2015,1,tv,L,75,strict,6.6
NE,2015,2,tv,L,75,strict,16.6
NE,2015,3,tv,L,75,strict,26.6
NE,2015,4,tv,L,75,strict,36.6
NE,2015,1,tv,R,75,strict,1.6
NE,2015,2,tv,R,75,strict,6.6
NE,2015,3,tv,R,75,strict,11.6
NE,2015,4,tv,R,75,strict,16.6
NE,2015,1,online,L,75,strict,0.6
NE,2015,2,online,L,75,strict,2.6
NE,2015,3,online,L,75,strict,4.6
NE,2015,4,online,L,75,strict,6.6
NE,2015,1,online,R,75,strict,0.1
NE,2015,2,online,R,75,strict,0.6
NE,2015,3,online,R,75,strict,1.6
NE,2015,4,online,R,75,strict,2.6
NH,2015,1,tv,L,50,lenient,9.8
NH,2015,2,tv,L,50,lenient,19.8
NH,2015,3,tv,L,50,lenient,29.8
NH,2015,4,tv,L,50,lenient,39.8
NH,2015,1,tv,R,50,lenient,4.8
NH,2015,2,tv,R,50,lenient,9.8
NH,2015,3,tv,R,50,lenient,14.8
NH,2015,4,tv,R,50,lenient,19.8
NH,2015,1,online,L,50,lenient,1.8
NH,2015,2,online,L,50,lenient,3.8
NH,2015,3,online,L,50,lenient,5.8
NH,2015,4,online,L,50,lenient,7.8
NH,2015,1,online,R,50,lenient,0.8
NH,2015,2,online,R,50,lenient,1.8
NH,2015,3,online,R,50,lenient,2.8
NH,2015,4,online,R,50,lenient,3.8
NH,2015,1,tv,L,50,strict,9.4
NH,2015,2,tv,L,50,strict,19.4
NH,2015,3,tv,L,50,strict,29.4
NH,2015,4,tv,L,50,strict,39.4
NH,2015,1,tv,R,50,strict,4.4
NH,2015,2,tv,R,50,strict,9.4
