period,state,medium,partisanship_scenario,diet_threshold,left_pct,right_pct,left_size,right_size
Since 2016,MA,tv,stringent,50,0.0536,0.0680,308004.7335,390294.6437
Since 2016,MA,web,lenient,50,0.0272,0.0151,92622.2149,50177.8827
Since 2016,MA,web,stringent,50,0.0114,0.0054,38870.7682,16974.2427
Since 2016,MD,tv,lenient,50,0.1551,0.0826,796745.9688,424324.7788
Since 2016,MD,tv,stringent,50,0.0627,0.0826,321762.7358,424324.7788
Since 2016,MD,web,lenient,50,0.0232,0.0199,74492.0454,64490.3181
Since 2016,MD,web,stringent,50,0.0088,0.0063,27901.4376,19898.8642
Since 2016,ME,tv,lenient,50,0.0732,0.0878,81591.6366,99926.8083
Since 2016,ME,tv,stringent,50,0.0423,0.0878,47535.0587,99926.8083
Since 2016,ME,web,lenient,50,0.0352,0.0167,25310.5310,11826.2782
Since 2016,ME,web,stringent,50,0.0100,0.0052,7178.1132,3645.0804
Since 2016,MI,tv,lenient,50,0.0845,0.0875,686264.3728,711507.8466
Since 2016,MI,tv,stringent,50,0.0389,0.0875,315508.7155,711507.8466
Since 2016,MI,web,lenient,50,0.0203,0.0208,99699.4535,99539.0087
Since 2016,MI,web,stringent,50,0.0096,0.0075,46617.9583,36435.8527
Since 2016,MN,tv,lenient,50,0.0866,0.0703,402396.7259,327017.6004
Since 2016,MN,tv,stringent,50,0.0374,0.0703,174200.5542,327017.6004
Since 2016,MN,web,lenient,50,0.0210,0.0201,60803.8394,58557.1425
Since 2016,MN,web,stringent,50,0.0090,0.0089,25661.8338,26116.2953
Since 2016,MO,tv,lenient,50,0.0739,0.0950,376989.2284,484161.2714
Since 2016,MO,tv,stringent,50,0.0353,0.0950,179645.9799,484161.2714
Since 2016,MO,web,lenient,50,0.0189,0.0210,61108.2271,68334.4713
Since 2016,MO,web,stringent,50,0.0071,0.0091,22304.5372,29951.9794
Since 2016,MS,tv,lenient,50,0.0769,0.1106,170272.5123,249534.1113
Since 2016,MS,tv,stringent,50,0.0395,0.1106,87687.1613,249534.1113
Since 2016,MS,web,lenient,50,0.0145,0.0199,19232.6514,23909.8015
Since 2016,MS,web,stringent,50,0.0058,0.0065,7649.3164,8173.2487
Since 2016,MT,tv,lenient,50,0.0638,0.1270,46884.0886,89968.7407
Since 2016,MT,tv,stringent,50,0.0365,0.1270,26121.3882,89968.7407
Since 2016,MT,web,lenient,50,0.0244,0.0220,10417.4283,10369.2393
Since 2016,MT,web,stringent,50,0.0133,0.0089,5787.5346,4029.4200
Since 2016,NC,tv,lenient,50,0.0916,0.0968,801430.4616,847407.7938
Since 2016,NC,tv,stringent,50,0.0407,0.0968,356454.9256,847407.7938
Since 2016,NC,web,lenient,50,0.0223,0.0180,103279.8029,83150.6543
Since 2016,NC,web,stringent,50,0.0101,0.0074,46460.5369,34431.9698
Since 2016,ND,tv,lenient,50,0.0575,0.1371,31945.5114,72555.5392
Since 2016,ND,tv,stringent,50,0.0307,0.1371,16628.7949,72555.5392
Since 2016,ND,web,lenient,50,0.0180,0.0295,5126.1564,8137.4084
Since 2016,ND,web,stringent,50,0.0055,0.0096,1586.6177,2708.1088
Since 2016,NE,tv,lenient,50,0.0550,0.0911,102982.1944,166363.3466
Since 2016,NE,tv,stringent,50,0.0245,0.0911,45873.2752,166363.3466
Since 2016,NE,web,lenient,50,0.0197,0.0319,17772.4652,28242.4534
Since 2016,NE,web,stringent,50,0.0078,0.0110,7100.7610,9850.6869
Since 2016,NH,tv,lenient,50,0.1033,0.1139,115544.1297,125680.5542
Since 2016,NH,tv,stringent,50,0.0453,0.1139,50826.2816,125680.5542
Since 2016,NH,web,lenient,50,0.0184,0.0170,16851.9615,15381.3427
Since 2016,NH,web,stringent,50,0.0058,0.0051,5461.4803,4583.9895
Since 2016,NJ,tv,lenient,50,0.1385,0.0969,1089822.6325,766718.6884
Since 2016,NJ,tv,stringent,50,0.0527,0.0969,414446.2940,766718.6884
Since 2016,NJ,web,lenient,50,0.0198,0.0174,96545.6516,85057.3078
Since 2016,NJ,web,stringent,50,0.0079,0.0047,38108.3023,22964.3734
Since 2016,NM,tv,lenient,50,0.0846,0.0832,145258.2432,142902.6703
Since 2016,NM,tv,stringent,50,0.0363,0.0832,62413.3117,142902.6703
Since 2016,NM,web,lenient,50,0.0255,0.0202,17927.8361,14467.0078
Since 2016,NM,web,stringent,50,0.0119,0.0087,8459.9588,6263.8519
Since 2016,NV,tv,lenient,50,0.1052,0.1202,256524.3472,293375.1724
Since 2016,NV,tv,stringent,50,0.0491,0.1202,120014.7293,293375.1724
Since 2016,NV,web,lenient,50,0.0178,0.0171,23630.2018,22078.7527
Since 2016,NV,web,stringent,50,0.0070,0.0052,9286.5427,6642.3029
Since 2016,NY,tv,lenient,50,0.1393,0.0758,2202532.8302,1197757.5415
Since 2016,NY,tv,stringent,50,0.0608,0.0758,962085.4761,1197757.5415
Since 2016,NY,web,lenient,50,0.0262,0.0092,238522.0850,84328.8873
Since 2016,NY,web,stringent,50,0.0116,0.0031,104542.3508,28984.0819
Since 2016,OH,tv,lenient,50,0.0875,0.0945,841187.8069,909811.6620
Since 2016,OH,tv,stringent,50,0.0398,0.0945,382514.4301,909811.6620
Since 2016,OH,web,lenient,50,0.0173,0.0156,97515.0565,87113.0021
Since 2016,OH,web,stringent,50,0.0068,0.0067,38443.3471,37430.8463
Since 2016,OK,tv,lenient,50,0.0623,0.1014,205546.3473,334597.7918
Since 2016,OK,tv,stringent,50,0.0266,0.1014,87717.0584,334597.7918
Since 2016,OK,web,lenient,50,0.0161,0.0222,26428.8395,36399.3142
Since 2016,OK,web,stringent,50,0.0063,0.0105,10117.4342,16921.1761
Since 2016,OR,tv,lenient,50,0.0928,0.0820,320698.5693,283379.8511
Since 2016,OR,tv,stringent,50,0.0460,0.0820,159145.4296,283379.8511
Since 2016,OR,web,lenient,50,0.0293,0.0216,61736.6878,45112.4265
Since 2016,OR,web,stringent,50,0.0156,0.0078,33323.3934,16108.4758
Since 2016,PA,tv,lenient,50,0.1055,0.1035,1122363.4446,1102081.4525
Since 2016,PA,tv,stringent,50,0.0463,0.1035,492287.2451,1102081.4525
Since 2016,PA,web,lenient,50,0.0195,0.0184,127764.9949,121334.1965
Since 2016,PA,web,stringent,50,0.0087,0.0062,56993.4247,41000.9084
Since 2016,RI,tv,lenient,50,0.1086,0.0672,96973.7466,60509.9613
Since 2016,RI,tv,stringent,50,0.0512,0.0672,45524.2030,60509.9613
Since 2016,RI,web,lenient,50,0.0286,0.0126,10737.1909,4859.0756
Since 2016,RI,web,stringent,50,0.0129,0.0062,4816.1022,2446.1466
Since 2016,SC,tv,lenient,50,0.0824,0.1078,355748.3114,469895.3205
Since 2016,SC,tv,stringent,50,0.0375,0.1078,162094.6493,469895.3205
Since 2016,SC,web,lenient,50,0.0155,0.0170,34429.2430,36361.8270
Since 2016,SC,web,stringent,50,0.0061,0.0049,13311.4298,10321.4605
Since 2016,SD,tv,lenient,50,0.0581,0.1027,38006.7288,67509.3430
Since 2016,SD,tv,stringent,50,0.0262,0.1027,17601.4524,67509.3430
Since 2016,SD,web,lenient,50,0.0234,0.0393,6676.5011,11125.9443
Since 2016,SD,web,stringent,50,0.0090,0.0238,2360.1667,7339.6368
Since 2016,TN,tv,lenient,50,0.0721,0.1183,400036.2977,657959.8912
Since 2016,TN,tv,stringent,50,0.0329,0.1183,182894.5104,657959.8912
Since 2016,TN,web,lenient,50,0.0205,0.0233,51913.2096,60375.2268
Since 2016,TN,web,stringent,50,0.0085,0.0062,21828.8381,15607.6304
Since 2016,TX,tv,lenient,50,0.0734,0.0804,1762083.3426,1924504.7018
Since 2016,TX,tv,stringent,50,0.0282,0.0804,676599.7163,1924504.7018
Since 2016,TX,web,lenient,50,0.0178,0.0226,223688.0000,275552.3496
Since 2016,TX,web,stringent,50,0.0070,0.0083,87638.6425,100920.8818
Since 2016,UT,tv,lenient,50,0.0668,0.0927,163262.0658,228697.2337
Since 2016,UT,tv,stringent,50,0.0262,0.0927,63989.7504,228697.2337
Since 2016,UT,web,lenient,50,0.0238,0.1073,20259.4099,101730.1722
Since 2016,UT,web,stringent,50,0.0064,0.0060,5705.7246,6138.1319
Since 2016,VA,tv,lenient,50,0.1107,0.1037,781985.1594,733440.0516
Since 2016,VA,tv,stringent,50,0.0439,0.1037,309332.1967,733440.0516
Since 2016,VA,web,lenient,50,0.0246,0.0239,95229.1827,91792.5391
Since 2016,VA,web,stringent,50,0.0109,0.0066,42449.2525,25550.4599
Since 2016,VT,tv,lenient,50,0.1265,0.0693,59499.2833,32129.0966
Since 2016,VT,tv,stringent,50,0.0782,0.0693,37101.1767,32129.0966
Since 2016,VT,web,lenient,50,0.0343,0.0175,9524.5256,4691.7371
Since 2016,VT,web,stringent,50,0.0103,0.0077,2591.8769,1847.0659
Since 2016,WA,tv,lenient,50,0.1073,0.0773,654773.8032,474908.6826
Since 2016,WA,tv,stringent,50,0.0524,0.0773,320333.2523,474908.6826
Since 2016,WA,web,lenient,50,0.0245,0.0226,93254.2087,86247.0724
Since 2016,WA,web,stringent,50,0.0099,0.0066,36525.4282,24736.7464
Since 2016,WI,tv,lenient,50,0.0738,0.0863,361736.6355,425055.5173
Since 2016,WI,tv,stringent,50,0.0346,0.0863,169195.4528,425055.5173
Since 2016,WI,web,lenient,50,0.0217,0.0242,61467.0080,67814.4915
Since 2016,WI,web,stringent,50,0.0089,0.0090,24652.8086,25384.0990
Since 2016,WV,tv,lenient,50,0.0664,0.1426,118365.9332,254343.5274
Since 2016,WV,tv,stringent,50,0.0260,0.1426,46476.7593,254343.5274
Since 2016,WV,web,lenient,50,0.0151,0.0152,14018.5054,14329.2764
Since 2016,WV,web,stringent,50,0.0053,0.0059,4722.6808,5408.3404
Since 2016,WY,tv,lenient,50,0.0509,0.0957,25275.5919,46984.0073
Since 2016,WY,tv,stringent,50,0.0264,0.0957,13271.0225,46984.0073
Since 2016,WY,web,lenient,50,0.0203,0.0208,6302.6838,5902.9194
Since 2016,WY,web,stringent,50,0.0097,0.0089,3186.9869,2537.9542
